applicant_id,gender,age,num_children,family_size,family_status,education_type,housing_type,own_car,own_property,income_type,occupation_type,annual_income,years_employed,credit_history_months,existing_credit_lines,debt_to_income_ratio,late_payments_24m,has_email,has_work_phone,approved,application_date,product_type,requested_credit_limit,application_channel,application_purpose,monthly_debt_obligation,monthly_expenses,total_outstanding_debt,current_credit_limit,current_credit_balance,credit_score,synthetic_enrichment,synthetic_version,monthly_income,disposable_income,credit_utilization_ratio,total_credit_exposure,income_band,dti_band,credit_history_band,employment_band,payment_risk_indicator,model_target_approval
109846,F,46,2,4,Married,Secondary,Municipal apartment,N,Y,Working,Managers,31900.0,7.6,116,2,0.16,0,1,0,1,2025-12-23,Credit Card,81339.57,Web,Education,415.73,1373.89,3786.98,24740.59,5448.32,668,1,v1.0,2658.33,868.71,0.2202,9235.3,Medium,Low,Long,Long Tenure,Low,1
109847,M,32,2,3,Separated,Incomplete higher,House / apartment,Y,Y,Working,Laborers,31500.0,5.8,66,0,0.125,0,1,0,0,2026-07-03,Credit Card,32665.78,Branch,General Spending,340.58,1676.16,7740.96,7061.56,1084.18,692,1,v1.0,2625.0,608.26,0.1535,8825.14,Medium,Low,Long,Experienced,Low,0
109848,F,55,0,2,Married,Higher education,House / apartment,N,N,Commercial associate,Laborers,48700.0,5.5,149,2,0.295,0,0,0,0,2026-02-16,Credit Line,55001.53,Partner,General Spending,1074.08,1441.25,18060.98,36304.48,10439.47,762,1,v1.0,4058.33,1543.0,0.2876,28500.45,Medium,Moderate,Long,Experienced,Low,0
109849,F,51,0,2,Married,Secondary,House / apartment,Y,Y,Working,Medicine staff,50600.0,3.1,125,2,0.282,0,0,1,0,2025-10-23,Credit Line,30729.36,Branch,General Spending,1244.55,2723.08,12737.95,36180.3,8538.49,708,1,v1.0,4216.67,249.04,0.236,21276.44,Medium,Moderate,Long,Experienced,Low,0
109850,F,43,0,2,Married,Academic degree,With parents,N,Y,State servant,Drivers,83100.0,7.9,34,0,0.191,0,0,1,1,2025-04-29,Credit Card,64473.68,Mobile App,General Spending,1362.3,3770.26,27115.76,14082.7,1977.38,591,1,v1.0,6925.0,1792.44,0.1404,29093.14,High,Low,Developing,Long Tenure,Low,1
109851,F,37,0,2,Married,Secondary,House / apartment,N,N,Working,Unknown,43200.0,8.4,31,1,0.175,0,1,0,0,2025-08-01,Credit Card,84864.72,Branch,General Spending,620.84,1853.4,12700.65,15146.76,3604.07,648,1,v1.0,3600.0,1125.76,0.2379,16304.72,Medium,Low,Developing,Long Tenure,Low,0
109852,M,49,0,1,Widow,Higher education,Co-op apartment,N,Y,Pensioner,Managers,30600.0,0.0,68,2,0.255,0,1,0,0,2026-06-14,Personal Loan,17213.04,Web,General Spending,653.45,1444.03,7332.46,28418.24,4262.87,627,1,v1.0,2550.0,452.52,0.15,11595.33,Medium,Moderate,Long,New,Low,0
109853,F,44,1,3,Married,Secondary,House / apartment,N,N,Commercial associate,Drivers,55200.0,9.6,28,1,0.099,0,0,0,0,2025-05-15,Credit Card,18618.09,Mobile App,General Spending,457.77,1623.11,6983.55,28023.5,4233.31,575,1,v1.0,4600.0,2519.12,0.1511,11216.86,Medium,Low,Developing,Long Tenure,Low,0
109854,F,42,0,1,Single / not married,Secondary,Municipal apartment,Y,N,Working,Unknown,29400.0,1.9,71,1,0.098,0,1,1,0,2026-02-13,Credit Line,103737.69,Web,Travel,248.58,954.73,3751.97,17717.59,2920.73,639,1,v1.0,2450.0,1246.69,0.1648,6672.7,Low,Low,Long,Early Career,Low,0
109855,F,51,1,3,Married,Secondary,With parents,N,Y,Pensioner,Drivers,35800.0,0.0,123,4,0.299,0,1,0,0,2025-10-30,Credit Line,105800.1,Web,General Spending,945.28,1019.13,13198.83,55334.5,12053.46,771,1,v1.0,2983.33,1018.92,0.2178,25252.29,Medium,Moderate,Long,New,Low,0
109856,M,55,0,1,Married,Higher education,Municipal apartment,N,N,State servant,Managers,36000.0,2.5,132,3,0.169,0,1,1,1,2025-07-19,Personal Loan,17665.53,Web,Travel,623.47,1417.0,13614.5,30174.45,9951.11,757,1,v1.0,3000.0,959.53,0.3298,23565.61,Medium,Low,Long,Early Career,Low,1
109857,F,26,1,2,Single / not married,Secondary,House / apartment,N,Y,Working,Drivers,39100.0,1.9,13,2,0.281,0,0,0,0,2026-03-23,Credit Card,78607.04,Web,Debt Consolidation,927.98,1562.46,17922.59,26280.01,8221.43,614,1,v1.0,3258.33,767.89,0.3128,26144.02,Medium,Moderate,Developing,Early Career,Low,0
109858,M,28,0,1,Civil marriage,Academic degree,Rented apartment,Y,Y,Pensioner,Laborers,29700.0,0.0,14,0,0.041,0,1,1,0,2025-08-14,Personal Loan,16441.95,Mobile App,Debt Consolidation,96.25,1524.08,2130.81,8647.79,595.87,600,1,v1.0,2475.0,854.67,0.0689,2726.68,Low,Low,Developing,New,Low,0
109859,M,31,2,4,Married,Higher education,House / apartment,Y,Y,Pensioner,Sales staff,21900.0,0.0,65,0,0.037,0,1,1,1,2025-06-28,Credit Line,51969.81,Mobile App,Education,57.23,830.11,943.09,6825.97,582.39,633,1,v1.0,1825.0,937.66,0.0853,1525.48,Low,Low,Long,New,Low,1
109860,F,23,1,3,Civil marriage,Lower secondary,Rented apartment,N,Y,Pensioner,Managers,46400.0,0.0,8,2,0.318,0,1,0,0,2025-11-26,Credit Card,107176.82,Branch,General Spending,1091.1,2133.22,22858.57,46622.01,12343.34,565,1,v1.0,3866.67,642.35,0.2648,35201.91,Medium,Moderate,New,New,Low,0
109861,F,39,0,1,Separated,Secondary,House / apartment,N,Y,Working,Sales staff,82300.0,1.3,43,2,0.227,0,1,0,1,2026-04-18,Personal Loan,120333.2,Mobile App,General Spending,1462.51,3027.15,17241.58,57617.97,19203.02,634,1,v1.0,6858.33,2368.67,0.3333,36444.6,High,Moderate,Established,Early Career,Low,1
109862,F,46,0,2,Separated,Secondary,Municipal apartment,N,Y,Pensioner,Unemployed,25200.0,0.0,135,0,0.123,0,0,0,1,2026-06-23,Credit Card,30823.91,Web,Debt Consolidation,272.55,1216.43,3399.53,9361.29,1494.7,772,1,v1.0,2100.0,611.02,0.1597,4894.23,Low,Low,Long,New,Low,1
109863,F,39,0,2,Married,Secondary,Municipal apartment,N,N,Working,Managers,60800.0,3.8,67,2,0.285,0,0,0,0,2026-01-28,Credit Line,81216.67,Web,General Spending,1398.38,1726.63,22231.57,51193.2,6596.94,647,1,v1.0,5066.67,1941.66,0.1289,28828.51,High,Moderate,Long,Experienced,Low,0
109864,F,34,2,4,Married,Incomplete higher,House / apartment,N,Y,Working,Laborers,116400.0,14.1,30,1,0.256,0,0,0,1,2026-02-17,Personal Loan,34642.28,Mobile App,General Spending,2564.0,3262.42,40661.35,53539.02,13193.97,614,1,v1.0,9700.0,3873.58,0.2464,53855.32,Very High,Moderate,Developing,Long Tenure,Low,1
109865,M,52,1,2,Single / not married,Secondary,House / apartment,Y,Y,Working,Security staff,34800.0,13.8,159,2,0.321,0,0,1,0,2026-05-06,Credit Card,28189.59,Mobile App,Education,876.38,1197.13,7620.72,31788.46,7014.27,678,1,v1.0,2900.0,826.49,0.2207,14634.99,Medium,Moderate,Long,Long Tenure,Low,0
109866,M,41,1,2,Single / not married,Lower secondary,House / apartment,N,Y,Working,High skill tech staff,54800.0,4.3,103,6,0.394,0,1,1,0,2025-06-17,Credit Card,62958.61,Mobile App,Travel,1864.82,2961.31,32393.16,54196.03,23303.07,649,1,v1.0,4566.67,-259.46,0.43,55696.23,Medium,High,Long,Experienced,Low,0
109867,M,43,0,2,Married,Secondary,House / apartment,Y,Y,Working,Laborers,31500.0,1.7,128,0,0.115,0,0,1,0,2025-06-06,Credit Card,104805.95,Branch,Debt Consolidation,322.94,1278.15,2664.09,8206.87,973.61,680,1,v1.0,2625.0,1023.91,0.1186,3637.7,Medium,Low,Long,Early Career,Low,0
109868,F,52,0,2,Married,Incomplete higher,House / apartment,N,Y,Commercial associate,Core staff,60700.0,4.0,42,3,0.341,0,1,0,0,2025-10-29,Credit Card,23963.21,Partner,Debt Consolidation,1669.39,2670.86,18510.27,44808.78,7698.54,543,1,v1.0,5058.33,718.08,0.1718,26208.81,High,Moderate,Established,Experienced,Low,0
109869,M,38,0,2,Single / not married,Higher education,Rented apartment,Y,N,Working,Core staff,21000.0,0.7,64,1,0.143,0,0,0,0,2026-01-29,Credit Line,52321.75,Mobile App,Debt Consolidation,258.96,585.09,3373.13,20978.71,3291.99,669,1,v1.0,1750.0,905.95,0.1569,6665.12,Low,Low,Long,New,Low,0
109870,M,62,0,2,Married,Higher education,House / apartment,Y,Y,Commercial associate,Managers,58200.0,5.2,146,2,0.183,0,0,1,0,2026-02-07,Credit Card,22226.09,Mobile App,General Spending,856.28,2116.62,18328.06,45094.26,5667.71,794,1,v1.0,4850.0,1877.1,0.1257,23995.77,Medium,Low,Long,Experienced,Low,0
109871,F,35,0,2,Married,Academic degree,With parents,Y,N,Working,Sales staff,73600.0,19.7,86,2,0.125,0,1,0,1,2025-04-06,Credit Line,106949.42,Web,General Spending,691.11,3838.6,7695.59,44071.8,9564.91,726,1,v1.0,6133.33,1603.62,0.217,17260.5,High,Low,Long,Long Tenure,Low,1
109872,M,61,0,1,Single / not married,Incomplete higher,House / apartment,Y,Y,Working,High skill tech staff,46800.0,8.3,134,0,0.056,0,1,0,1,2026-05-02,Credit Card,109052.25,Web,Debt Consolidation,228.07,1947.76,3250.4,13129.05,1921.21,748,1,v1.0,3900.0,1724.17,0.1463,5171.61,Medium,Low,Long,Long Tenure,Low,1
109873,M,29,1,3,Single / not married,Lower secondary,House / apartment,N,N,Working,Managers,56700.0,4.3,48,1,0.115,0,0,0,1,2025-08-15,Personal Loan,22296.76,Web,General Spending,561.32,1512.12,10295.72,24188.93,6410.78,670,1,v1.0,4725.0,2651.56,0.265,16706.5,Medium,Low,Established,Experienced,Low,1
109874,F,45,0,1,Married,Higher education,House / apartment,N,N,Working,Laborers,32900.0,6.4,154,0,0.188,0,1,1,1,2026-07-01,Credit Line,105220.2,Web,General Spending,539.9,1638.26,5611.79,8456.4,3483.16,725,1,v1.0,2741.67,563.51,0.4119,9094.95,Medium,Low,Long,Experienced,Low,1
109875,M,32,0,2,Civil marriage,Lower secondary,Rented apartment,N,Y,Working,Laborers,58300.0,5.1,70,0,0.134,0,1,1,1,2026-03-28,Personal Loan,38380.27,Web,Debt Consolidation,700.78,1638.43,6435.73,14308.58,2390.51,685,1,v1.0,4858.33,2519.12,0.1671,8826.24,Medium,Low,Long,Experienced,Low,1
109876,M,52,1,3,Married,Higher education,House / apartment,N,Y,Working,Sales staff,81300.0,6.4,192,0,0.195,0,0,0,1,2026-09-05,Personal Loan,44395.21,Mobile App,Debt Consolidation,1294.83,3499.35,10504.08,22543.34,2278.48,744,1,v1.0,6775.0,1980.82,0.1011,12782.56,High,Low,Long,Experienced,Low,1
109877,M,34,1,3,Married,Incomplete higher,With parents,N,Y,State servant,Drivers,93400.0,0.4,31,2,0.322,0,0,0,1,2026-01-29,Credit Line,38936.0,Branch,General Spending,2471.12,2748.37,57829.91,37465.48,7803.97,608,1,v1.0,7783.33,2563.84,0.2083,65633.88,High,Moderate,Developing,New,Low,1
109878,F,43,1,3,Widow,Higher education,Rented apartment,N,Y,Pensioner,Drivers,24300.0,0.0,115,0,0.192,0,1,1,0,2025-11-25,Credit Card,105507.95,Web,Education,379.94,1225.74,3279.88,6338.21,932.03,661,1,v1.0,2025.0,419.32,0.147,4211.91,Low,Low,Long,New,Low,0
109879,F,32,0,2,Married,Incomplete higher,House / apartment,N,Y,Working,Laborers,35100.0,5.0,40,2,0.241,0,1,0,0,2025-04-28,Personal Loan,15273.35,Mobile App,Emergency Expense,724.4,1873.84,13358.45,30650.73,8487.6,652,1,v1.0,2925.0,326.76,0.2769,21846.05,Medium,Moderate,Established,Experienced,Low,0
109880,M,50,2,3,Married,Higher education,House / apartment,Y,Y,Working,Security staff,28000.0,27.1,162,0,0.198,0,1,1,1,2025-09-06,Credit Card,30769.95,Partner,Debt Consolidation,456.87,911.43,3685.85,10990.27,2796.2,699,1,v1.0,2333.33,965.03,0.2544,6482.05,Low,Low,Long,Long Tenure,Low,1
109881,F,32,2,3,Married,Higher education,House / apartment,N,N,Working,Managers,93700.0,0.4,68,2,0.28,0,1,0,0,2026-06-19,Credit Card,71847.0,Mobile App,General Spending,2208.36,4659.32,46875.37,45773.78,12802.36,631,1,v1.0,7808.33,940.65,0.2797,59677.73,High,Moderate,Long,New,Low,0
109882,M,58,0,2,Married,Secondary,House / apartment,N,Y,Working,Drivers,41600.0,2.8,174,1,0.044,0,1,1,0,2025-08-27,Credit Card,33051.08,Mobile App,Debt Consolidation,143.74,2139.45,2690.07,30927.4,4793.04,726,1,v1.0,3466.67,1183.48,0.155,7483.11,Medium,Low,Long,Early Career,Low,0
109883,F,29,0,2,Married,Higher education,Rented apartment,Unknown,N,State servant,Accountants,42500.0,11.3,45,1,0.085,0,0,1,1,2025-02-03,Personal Loan,80165.0,Mobile App,Emergency Expense,276.29,2003.72,6541.67,21211.62,3180.48,645,1,v1.0,3541.67,1261.66,0.1499,9722.15,Medium,Low,Established,Long Tenure,Low,1
109884,M,25,2,4,Separated,Secondary,House / apartment,Y,N,Commercial associate,Laborers,19700.0,3.1,13,6,0.435,2,1,0,0,2025-06-02,Personal Loan,101924.55,Branch,Debt Consolidation,662.21,938.57,15216.42,90410.47,46680.26,557,1,v1.0,1641.67,40.89,0.5163,61896.68,Low,High,Developing,Experienced,High,0
109885,F,50,3,5,Married,Higher education,House / apartment,N,Y,Pensioner,Managers,25800.0,0.0,161,2,0.383,0,1,0,0,2026-01-06,Credit Card,13030.16,Web,Debt Consolidation,850.89,1172.8,19947.83,30523.13,10791.27,741,1,v1.0,2150.0,126.31,0.3535,30739.1,Low,High,Long,New,Low,0
109886,F,33,0,2,Married,Higher education,House / apartment,N,Y,Commercial associate,High skill tech staff,189700.0,4.2,25,1,0.239,0,1,0,1,2026-01-27,Credit Line,124017.43,Web,General Spending,3765.24,5128.88,34743.98,77518.25,28597.09,618,1,v1.0,15808.33,6914.21,0.3689,63341.07,Very High,Moderate,Developing,Experienced,Low,1
109887,F,39,0,2,Separated,Lower secondary,With parents,N,Y,Working,Sales staff,127200.0,0.1,22,1,0.217,0,1,0,0,2026-09-05,Credit Card,125623.03,Mobile App,General Spending,2209.38,4499.53,38368.26,32010.02,9654.35,630,1,v1.0,10600.0,3891.09,0.3016,48022.61,Very High,Moderate,Developing,New,Low,0
109888,M,36,2,3,Married,Higher education,House / apartment,N,Y,Working,Laborers,55400.0,8.0,63,0,0.304,0,0,0,0,2026-08-05,Credit Line,37458.14,Mobile App,Travel,1477.94,1881.31,29478.06,10971.88,2839.53,646,1,v1.0,4616.67,1257.42,0.2588,32317.59,Medium,Moderate,Long,Long Tenure,Low,0
109889,M,25,0,2,Single / not married,Higher education,House / apartment,N,N,Working,Cooking staff,99900.0,18.1,18,0,0.34,0,0,1,1,2025-11-28,Credit Card,59774.21,Mobile App,General Spending,3160.61,3105.61,31538.87,17825.38,3232.58,562,1,v1.0,8325.0,2058.78,0.1813,34771.45,High,Moderate,Developing,Long Tenure,Low,1
109890,F,39,2,4,Married,Secondary,House / apartment,Y,N,Working,Accountants,40200.0,0.3,64,3,0.318,0,1,0,0,2025-12-12,Credit Card,84956.46,Web,Debt Consolidation,1023.13,1544.32,11612.73,48397.03,15763.91,686,1,v1.0,3350.0,782.55,0.3257,27376.64,Medium,Moderate,Long,New,Low,0
109891,M,53,0,2,Separated,Incomplete higher,House / apartment,Y,Y,Pensioner,Laborers,59300.0,0.0,86,3,0.469,0,1,1,0,2026-05-14,Credit Card,105763.8,Mobile App,Travel,2116.66,1933.24,30756.52,38414.34,11219.74,623,1,v1.0,4941.67,891.77,0.2921,41976.26,Medium,High,Long,New,Low,0
109892,F,51,2,4,Married,Secondary,House / apartment,N,Y,Pensioner,Core staff,32800.0,0.0,103,1,0.26,0,1,1,0,2025-01-31,Credit Card,30908.77,Web,General Spending,764.4,1323.09,16503.39,23458.93,5889.84,660,1,v1.0,2733.33,645.84,0.2511,22393.23,Medium,Moderate,Long,New,Low,0
109893,F,42,0,2,Single / not married,Lower secondary,Rented apartment,Y,N,Pensioner,Laborers,40600.0,0.0,33,0,0.334,0,1,1,0,2026-01-06,Personal Loan,82307.6,Branch,Education,1131.43,1584.15,23825.4,13521.56,3407.11,606,1,v1.0,3383.33,667.75,0.252,27232.51,Medium,Moderate,Developing,New,Low,0
109894,F,52,0,2,Civil marriage,Higher education,House / apartment,Y,Y,Working,Sales staff,42500.0,7.4,91,3,0.227,0,1,0,1,2025-10-23,Personal Loan,59389.59,Web,Travel,792.16,1072.39,16683.81,62194.83,2996.93,680,1,v1.0,3541.67,1677.12,0.0482,19680.74,Medium,Moderate,Long,Long Tenure,Low,1
109895,M,28,3,5,Married,Secondary,House / apartment,N,Y,Working,Sales staff,68400.0,1.5,36,2,0.246,0,1,0,1,2026-05-03,Personal Loan,30788.95,Web,Emergency Expense,1516.37,1971.75,18805.21,32910.09,9721.4,623,1,v1.0,5700.0,2211.88,0.2954,28526.61,High,Moderate,Developing,Early Career,Low,1
109896,F,36,0,2,Civil marriage,Lower secondary,Municipal apartment,Y,N,Working,Unemployed,214900.0,4.4,80,2,0.142,0,1,1,1,2026-05-14,Credit Card,83672.56,Web,Emergency Expense,2489.57,9051.51,50413.7,60748.11,8426.34,728,1,v1.0,17908.33,6367.25,0.1387,58840.04,Very High,Low,Long,Experienced,Low,1
109897,F,44,0,2,Civil marriage,Secondary,House / apartment,N,Y,Working,Unemployed,86400.0,6.7,91,1,0.222,0,0,1,1,2026-02-13,Credit Card,82878.25,Mobile App,Travel,1649.17,4627.62,15690.46,26529.23,6436.77,677,1,v1.0,7200.0,923.21,0.2426,22127.23,High,Moderate,Long,Experienced,Low,1
109898,F,38,2,4,Widow,Secondary,House / apartment,Y,N,Commercial associate,Laborers,42300.0,1.1,41,1,0.237,0,0,1,0,2026-02-14,Credit Card,81800.98,Web,General Spending,846.14,1768.16,19609.06,21845.49,5598.48,598,1,v1.0,3525.0,910.7,0.2563,25207.54,Medium,Moderate,Established,Early Career,Low,0
109899,M,37,0,1,Separated,Secondary,House / apartment,Y,Y,Working,Sales staff,20500.0,3.0,43,5,0.342,0,0,1,0,2026-03-07,Credit Card,13333.28,Mobile App,Emergency Expense,735.9,1068.58,11729.81,36710.79,8103.72,631,1,v1.0,1708.33,-96.15,0.2207,19833.53,Low,Moderate,Established,Early Career,Low,0
109900,M,26,0,2,Married,Academic degree,House / apartment,Y,N,Working,Accountants,39500.0,3.8,15,1,0.174,0,1,0,1,2025-12-28,Credit Card,78479.14,Branch,General Spending,566.6,2130.42,11032.39,22869.58,6294.37,651,1,v1.0,3291.67,594.65,0.2752,17326.76,Medium,Low,Developing,Experienced,Low,1
109901,M,21,0,1,Single / not married,Higher education,House / apartment,N,N,Pensioner,Drivers,31100.0,0.0,0,1,0.097,0,1,0,0,2025-05-22,Credit Card,14509.67,Web,Travel,270.23,1398.35,6371.85,15881.45,5379.36,618,1,v1.0,2591.67,923.09,0.3387,11751.21,Medium,Low,New,New,Low,0
109902,M,48,1,3,Separated,Lower secondary,Rented apartment,N,N,Commercial associate,Unknown,41900.0,26.5,75,2,0.264,0,1,1,0,2025-06-27,Personal Loan,31828.93,Web,Debt Consolidation,903.32,1768.02,13222.68,26826.66,5667.14,666,1,v1.0,3491.67,820.33,0.2113,18889.82,Medium,Moderate,Long,Long Tenure,Low,0
109903,F,42,1,3,Married,Secondary,With parents,Y,Y,Working,Laborers,57400.0,0.0,56,0,0.13,0,1,1,1,2026-04-08,Credit Line,86867.72,Branch,Emergency Expense,644.22,2405.47,8282.58,22941.31,3670.62,650,1,v1.0,4783.33,1733.64,0.16,11953.2,Medium,Low,Established,New,Low,1
109904,F,49,2,3,Single / not married,Secondary,With parents,Y,Y,Pensioner,Laborers,27500.0,0.0,106,0,0.37,0,1,1,0,2026-01-21,Personal Loan,54946.31,Mobile App,General Spending,834.62,849.09,10889.31,11194.41,2902.07,715,1,v1.0,2291.67,607.96,0.2592,13791.38,Low,High,Long,New,Low,0
109905,M,35,0,2,Married,Higher education,Rented apartment,N,Y,Working,Core staff,85900.0,6.6,44,1,0.264,0,1,1,0,2025-05-29,Credit Card,66498.75,Mobile App,General Spending,2010.05,2564.06,19059.82,44466.44,12178.46,591,1,v1.0,7158.33,2584.22,0.2739,31238.28,High,Moderate,Established,Experienced,Low,0
109906,F,32,0,1,Single / not married,Higher education,House / apartment,Y,N,Working,Medicine staff,23900.0,0.3,56,2,0.286,0,1,0,0,2026-07-01,Credit Card,79968.58,Branch,Travel,565.26,805.57,10641.51,18983.84,3505.66,626,1,v1.0,1991.67,620.84,0.1847,14147.17,Low,Moderate,Established,New,Low,0
109907,M,40,0,1,Civil marriage,Higher education,House / apartment,Y,N,Working,Core staff,51500.0,16.8,125,1,0.159,0,1,1,1,2026-09-03,Credit Card,87379.06,Mobile App,General Spending,709.86,1784.21,16991.95,29393.65,4597.43,697,1,v1.0,4291.67,1797.6,0.1564,21589.38,Medium,Low,Long,Long Tenure,Low,1
109908,M,49,2,3,Single / not married,Higher education,House / apartment,N,Y,State servant,Sales staff,65200.0,20.1,39,2,0.19,0,1,1,1,2026-01-26,Credit Card,59819.39,Web,Debt Consolidation,969.9,2158.03,21307.08,33237.18,6726.14,675,1,v1.0,5433.33,2305.4,0.2024,28033.22,High,Low,Established,Long Tenure,Low,1
109909,M,37,1,3,Widow,Secondary,House / apartment,Y,Y,Commercial associate,Sales staff,17200.0,3.9,68,1,0.336,4,1,0,0,2025-05-22,Credit Card,102813.0,Mobile App,Emergency Expense,450.91,526.48,10582.93,11372.61,5855.89,621,1,v1.0,1433.33,455.94,0.5149,16438.82,Low,Moderate,Long,Experienced,Very High,0
109910,M,48,2,3,Married,Secondary,House / apartment,N,Y,Working,Drivers,34100.0,5.3,64,2,0.22,0,1,1,0,2026-08-08,Credit Line,58507.23,Web,General Spending,531.04,1602.27,6039.8,32251.79,5335.91,694,1,v1.0,2841.67,708.36,0.1654,11375.71,Medium,Moderate,Long,Experienced,Low,0
109911,F,28,3,4,Married,Higher education,Rented apartment,Y,Y,State servant,Core staff,92600.0,12.8,26,0,0.228,0,0,0,1,2025-05-28,Credit Card,23041.68,Web,General Spending,1810.89,3322.26,16499.49,29989.77,7805.54,603,1,v1.0,7716.67,2583.52,0.2603,24305.03,High,Moderate,Developing,Long Tenure,Low,1
109912,M,38,0,1,Married,Secondary,House / apartment,N,Y,Working,Core staff,52500.0,1.6,64,1,0.245,0,0,0,0,2025-09-27,Credit Card,85502.61,Branch,General Spending,1016.22,2203.42,12617.03,15082.44,2491.38,606,1,v1.0,4375.0,1155.36,0.1652,15108.41,Medium,Moderate,Long,Early Career,Low,0
109913,F,39,0,1,Widow,Lower secondary,House / apartment,N,Y,Working,Core staff,66900.0,3.3,87,1,0.182,0,1,0,1,2026-06-19,Credit Card,90574.18,Branch,Education,1192.86,2448.74,21171.67,37257.13,8445.13,688,1,v1.0,5575.0,1933.4,0.2267,29616.8,High,Low,Long,Experienced,Low,1
109914,M,53,1,2,Separated,Lower secondary,Municipal apartment,N,Y,Working,Core staff,37200.0,13.1,169,0,0.056,0,0,0,1,2025-11-21,Credit Line,14312.22,Web,General Spending,167.04,1406.75,3293.22,11125.41,969.57,715,1,v1.0,3100.0,1526.21,0.0871,4262.79,Medium,Low,Long,Long Tenure,Low,1
109915,F,42,0,2,Widow,Incomplete higher,House / apartment,N,N,Working,Laborers,32100.0,2.7,104,1,0.066,0,1,0,1,2025-06-01,Credit Card,53739.07,Branch,General Spending,194.15,1201.26,3983.96,18108.75,3283.29,713,1,v1.0,2675.0,1279.59,0.1813,7267.25,Medium,Low,Long,Early Career,Low,1
109916,M,59,0,2,Widow,Secondary,House / apartment,N,N,State servant,Security staff,53700.0,15.8,116,0,0.149,0,1,0,1,2025-02-19,Personal Loan,109321.74,Branch,Education,727.82,2244.06,6365.31,9850.11,1289.68,724,1,v1.0,4475.0,1503.12,0.1309,7654.99,Medium,Low,Long,Long Tenure,Low,1
109917,M,25,2,4,Separated,Secondary,Co-op apartment,N,Y,Working,Laborers,102700.0,6.9,5,3,0.342,0,1,0,1,2025-08-13,Credit Card,31980.11,Mobile App,Travel,2869.34,3261.3,50822.14,64225.01,15741.76,614,1,v1.0,8558.33,2427.69,0.2451,66563.9,Very High,Moderate,New,Experienced,Low,1
109918,M,41,0,1,Separated,Higher education,House / apartment,Y,Y,Commercial associate,Drivers,44600.0,8.1,55,0,0.162,0,0,0,1,2026-02-23,Credit Card,107928.05,Web,Emergency Expense,566.61,2394.03,6935.87,18239.87,5641.54,652,1,v1.0,3716.67,756.03,0.3093,12577.41,Medium,Low,Established,Long Tenure,Low,1
109919,M,41,1,3,Married,Higher education,House / apartment,Y,Y,State servant,Laborers,52800.0,6.4,112,0,0.279,0,0,1,1,2026-03-22,Personal Loan,54615.86,Mobile App,Debt Consolidation,1214.37,2245.64,14817.1,10397.96,1789.34,714,1,v1.0,4400.0,939.99,0.1721,16606.44,Medium,Moderate,Long,Experienced,Low,1
109920,M,46,1,3,Married,Lower secondary,House / apartment,Y,N,Commercial associate,Laborers,64400.0,8.4,88,0,0.043,0,0,0,1,2025-05-19,Credit Card,110682.73,Mobile App,Travel,251.72,2915.21,5170.06,18069.01,1624.38,736,1,v1.0,5366.67,2199.74,0.0899,6794.44,High,Low,Long,Long Tenure,Low,1
109921,F,31,1,3,Separated,Lower secondary,House / apartment,N,N,Working,Sales staff,82200.0,11.7,49,1,0.284,0,1,1,1,2025-04-09,Personal Loan,36474.25,Branch,Education,2301.09,2884.13,51333.42,28290.28,7243.0,640,1,v1.0,6850.0,1664.78,0.256,58576.42,High,Moderate,Established,Long Tenure,Low,1
109922,F,58,0,1,Single / not married,Secondary,House / apartment,Y,N,Working,Laborers,75000.0,17.4,168,2,0.182,0,0,0,1,2026-03-14,Credit Card,60471.4,Branch,Education,1025.13,3757.0,18007.77,48914.65,8772.67,707,1,v1.0,6250.0,1467.87,0.1793,26780.44,High,Low,Long,Long Tenure,Low,1
109923,F,40,1,2,Separated,Academic degree,House / apartment,N,Y,Working,Core staff,83200.0,1.4,92,0,0.209,0,0,1,1,2025-04-10,Credit Card,17826.98,Branch,Debt Consolidation,1450.72,2970.75,12042.61,29815.59,13275.6,655,1,v1.0,6933.33,2511.86,0.4453,25318.21,High,Moderate,Long,Early Career,Low,1
109924,F,28,0,2,Single / not married,Secondary,House / apartment,N,Y,State servant,High skill tech staff,29800.0,22.7,36,4,0.302,0,0,0,0,2025-02-10,Credit Card,57150.76,Web,Emergency Expense,713.7,1469.57,9450.67,50130.43,5874.79,627,1,v1.0,2483.33,300.06,0.1172,15325.46,Low,Moderate,Developing,Long Tenure,Low,0
109925,M,39,2,4,Married,Incomplete higher,Rented apartment,Y,Y,State servant,Drivers,57300.0,10.3,105,2,0.247,0,1,0,0,2025-10-31,Personal Loan,62345.61,Mobile App,Emergency Expense,1145.3,1811.67,26388.3,44816.76,10051.05,721,1,v1.0,4775.0,1818.03,0.2243,36439.35,Medium,Moderate,Long,Long Tenure,Low,0
109926,M,36,0,2,Separated,Higher education,Rented apartment,N,N,Commercial associate,Managers,50900.0,4.4,34,0,0.174,0,0,0,0,2025-12-22,Personal Loan,29576.54,Mobile App,Travel,838.83,2513.99,15048.16,14366.29,5874.83,635,1,v1.0,4241.67,888.85,0.4089,20922.99,Medium,Low,Developing,Experienced,Low,0
